"","","","","//==================================
// AYAKO.STR
//==================================","","","",""
"string","AYAKO-0",,,,,,,
"string","AYAKO-1",,,,,,,
"string","AYAKO-2",,,,,,,
"string","AYAKO-3",,,,,,,
"string","AYAKO-4",,,,,,,
"string","AYAKO-5",,,,,,,
"string","AYAKO-6",,,,,,,
"string","AYAKO-7",,,,,,,
"string","AYAKO-8",,,,,,,
"string","AYAKO-9",,,,,,,
"string","AYAKO-10",,,,,,,
"string","AYAKO-11",,,,,,,
"string","AYAKO-12",,,,,,,
"string","AYAKO-13",,,,,,,
"string","AYAKO-14",,,,,,,
"string","AYAKO-15",,,,,,,
"string","AYAKO-16",,,,,,,
"string","AYAKO-17",,,,,,,
"string","AYAKO-18",,,,,,,
"string","AYAKO-19",,,,,,,
"string","AYAKO-20",,,,,,,
"string","AYAKO-21",,,,,,,
"string","AYAKO-22",,,,,,,
"string","AYAKO-23",,,,,,,
"string","AYAKO-24",,,,,,,
"string","AYAKO-25",,,,,,,
"string","AYAKO-26",,,,,,,
"string","AYAKO-27",,,,,,,
"string","AYAKO-28",,,,,,,
"string","AYAKO-29",,,,,,,
"string","AYAKO-30",,,,,,,
"string","AYAKO-31",,,,,,,
"string","AYAKO-32",,,,,,,
"string","AYAKO-33",,,,,,,
"string","AYAKO-34",,,,,,,
"string","AYAKO-35",,,,,,,
"string","AYAKO-36",,,,,,,
"string","AYAKO-37",,,,,,,
"string","AYAKO-38",,,,,,,
"string","AYAKO-39",,,,,,,
"string","AYAKO-40",,,,,,,
"string","AYAKO-41",,,,,,,
"string","AYAKO-42",,,,,,,
"string","AYAKO-43",,,,,,,
"string","AYAKO-44",,,,,,,
"string","AYAKO-45",,,,,,,
"string","AYAKO-46",,,,,,,
"string","AYAKO-47",,,,,,,
"string","AYAKO-48",,,,,,,
"string","AYAKO-49",,,,,,,
"string","AYAKO-50",,,,,,,
"string","AYAKO-51",,,,,,,
"string","AYAKO-52",,,,,,,
"string","AYAKO-53",,,,,,,
"string","AYAKO-54",,,,,,,
"string","AYAKO-55",,,,,,,
"string","AYAKO-56",,,,,,,
"string","AYAKO-57",,,,,,,
"string","AYAKO-58",,,,,,,
"string","AYAKO-59",,,,,,,
"string","AYAKO-60",,,,,,,
"string","AYAKO-61",,,,,,,
"string","AYAKO-62",,,,,,,
"string","AYAKO-63",,,,,,,
"string","AYAKO-64",,,,,,,
"string","AYAKO-65",,,,,,,
"string","AYAKO-66",,,,,,,
"string","AYAKO-67",,,,,,,
"string","AYAKO-68",,,,,,,
"string","AYAKO-69",,,,,,,
"string","AYAKO-70",,,,,,,
"string","AYAKO-71",,,,,,,
"string","AYAKO-72",,,,,,,
"string","AYAKO-73",,,,,,,
"string","AYAKO-74",,,,,,,
"string","AYAKO-75",,,,,,,
"string","AYAKO-76",,,,,,,
"string","AYAKO-77",,,,,,,
"string","AYAKO-78",,,,,,,
"string","AYAKO-79",,,,,,,
"string","AYAKO-80",,,,,,,
"string","AYAKO-81",,,,,,,
"string","AYAKO-82",,,,,,,
"string","AYAKO-83",,,,,,,
"string","AYAKO-84",,,,,,,
"string","AYAKO-85",,,,,,,
"string","AYAKO-86",,,,,,,
"string","AYAKO-87",,,,,,,
"string","AYAKO-88",,,,,,,
"string","AYAKO-89",,,,,,,
"string","AYAKO-90",,,,,,,
"string","AYAKO-91",,,,,,,
"string","AYAKO-92",,,,,,,
"string","AYAKO-93",,,,,,,
"string","AYAKO-94",,,,,,,
"string","AYAKO-95",,,,,,,
"string","AYAKO-96",,,,,,,
"string","AYAKO-97",,,,,,,
"string","AYAKO-98",,,,,,,
"string","AYAKO-99",,,,,,,
"","","","","//==================================
// EF.STR
//==================================","","","",""
"string","EF-0",,,,,,,
"string","EF-1",,,,,,,
"string","EF-2",,,,,,,
"string","EF-3",,,,,,,
"string","EF-4",,,,,,,
"string","EF-5",,,,,,,
"string","EF-6",,,,,,,
"string","EF-7",,,,,,,
"string","EF-8",,,,,,,
"string","EF-9",,,,,,,
"string","EF-10",,,,,,,
"string","EF-11",,,,,,,
"string","EF-12",,,,,,,
"string","EF-13",,,,,,,
"string","EF-14",,,,,,,
"string","EF-15",,,,,,,
"string","EF-16",,,,,,,
"string","EF-17",,,,,,,
"string","EF-18",,,,,,,
"string","EF-19",,,,,,,
"string","EF-20",,,,,,,
"string","EF-21",,,,,,,
"string","EF-22",,,,,,,
"string","EF-23",,,,,,,
"string","EF-24",,,,,,,
"string","EF-25",,,,,,,
"string","EF-26",,,,,,,
"string","EF-27",,,,,,,
"string","EF-28",,,,,,,
"string","EF-29",,,,,,,
"string","EF-30",,,,,,,
"string","EF-31",,,,,,,
"string","EF-32",,,,,,,
"string","EF-33",,,,,,,
"string","EF-34",,,,,,,
"string","EF-35",,,,,,,
"string","EF-36",,,,,,,
"string","EF-37",,,,,,,
"string","EF-38",,,,,,,
"string","EF-39",,,,,,,
"string","EF-40",,,,,,,
"string","EF-41",,,,,,,
"string","EF-42",,,,,,,
"string","EF-43",,,,,,,
"string","EF-44",,,,,,,
"string","EF-45",,,,,,,
"string","EF-46",,,,,,,
"string","EF-47",,,,,,,
"string","EF-48",,,,,,,
"string","EF-49",,,,,,,
"string","EF-50",,,,,,,
"string","EF-51",,,,,,,
"string","EF-52",,,,,,,
"string","EF-53",,,,,,,
"string","EF-54",,,,,,,
"string","EF-55",,,,,,,
"string","EF-56",,,,,,,
"string","EF-57",,,,,,,
"string","EF-58",,,,,,,
"string","EF-59",,,,,,,
"string","EF-60",,,,,,,
"string","EF-61",,,,,,,
"string","EF-62",,,,,,,
"string","EF-63",,,,,,,
"string","EF-64",,,,,,,
"string","EF-65",,,,,,,
"string","EF-66",,,,,,,
"string","EF-67",,,,,,,
"string","EF-68",,,,,,,
"string","EF-69",,,,,,,
"string","EF-70",,,,,,,
"string","EF-71",,,,,,,
"string","EF-72",,,,,,,
"string","EF-73",,,,,,,
"string","EF-74",,,,,,,
"string","EF-75",,,,,,,
"string","EF-76",,,,,,,
"string","EF-77",,,,,,,
"string","EF-78",,,,,,,
"string","EF-79",,,,,,,
"string","EF-80",,,,,,,
"string","EF-81",,,,,,,
"string","EF-82",,,,,,,
"string","EF-83",,,,,,,
"string","EF-84",,,,,,,
"string","EF-85",,,,,,,
"string","EF-86",,,,,,,
"string","EF-87",,,,,,,
"string","EF-88",,,,,,,
"string","EF-89",,,,,,,
"string","EF-90",,,,,,,
"string","EF-91",,,,,,,
"string","EF-92",,,,,,,
"string","EF-93",,,,,,,
"string","EF-94",,,,,,,
"string","EF-95",,,,,,,
"string","EF-96",,,,,,,
"string","EF-97",,,,,,,
"string","EF-98",,,,,,,
"string","EF-99",,,,,,,
"","","","","//==================================
// EPILOGUE.STR
//==================================","","","",""
"string","EPILOGUE-0",,,,,,,
"string","EPILOGUE-1",,,,,,,
"string","EPILOGUE-2",,,,,,,
"string","EPILOGUE-3",,,,,,,
"string","EPILOGUE-4",,,,,,,
"string","EPILOGUE-5",,,,,,,
"string","EPILOGUE-6",,,,,,,
"string","EPILOGUE-7",,,,,,,
"string","EPILOGUE-8",,,,,,,
"string","EPILOGUE-9",,,,,,,
"string","EPILOGUE-10",,,,,,,
"string","EPILOGUE-11",,,,,,,
"string","EPILOGUE-12",,,,,,,
"string","EPILOGUE-13",,,,,,,
"string","EPILOGUE-14",,,,,,,
"string","EPILOGUE-15",,,,,,,
"string","EPILOGUE-16",,,,,,,
"string","EPILOGUE-17",,,,,,,
"string","EPILOGUE-18",,,,,,,
"string","EPILOGUE-19",,,,,,,
"string","EPILOGUE-20",,,,,,,
"string","EPILOGUE-21",,,,,,,
"string","EPILOGUE-22",,,,,,,
"string","EPILOGUE-23",,,,,,,
"string","EPILOGUE-24",,,,,,,
"string","EPILOGUE-25",,,,,,,
"string","EPILOGUE-26",,,,,,,
"string","EPILOGUE-27",,,,,,,
"string","EPILOGUE-28",,,,,,,
"string","EPILOGUE-29",,,,,,,
"string","EPILOGUE-30",,,,,,,
"string","EPILOGUE-31",,,,,,,
"string","EPILOGUE-32",,,,,,,
"string","EPILOGUE-33",,,,,,,
"string","EPILOGUE-34",,,,,,,
"string","EPILOGUE-35",,,,,,,
"string","EPILOGUE-36",,,,,,,
"string","EPILOGUE-37",,,,,,,
"string","EPILOGUE-38",,,,,,,
"string","EPILOGUE-39",,,,,,,
"string","EPILOGUE-40",,,,,,,
"string","EPILOGUE-41",,,,,,,
"string","EPILOGUE-42",,,,,,,
"string","EPILOGUE-43",,,,,,,
"string","EPILOGUE-44",,,,,,,
"string","EPILOGUE-45",,,,,,,
"string","EPILOGUE-46",,,,,,,
"string","EPILOGUE-47",,,,,,,
"string","EPILOGUE-48",,,,,,,
"string","EPILOGUE-49",,,,,,,
"string","EPILOGUE-50",,,,,,,
"string","EPILOGUE-51",,,,,,,
"string","EPILOGUE-52",,,,,,,
"string","EPILOGUE-53",,,,,,,
"string","EPILOGUE-54",,,,,,,
"string","EPILOGUE-55",,,,,,,
"string","EPILOGUE-56",,,,,,,
"string","EPILOGUE-57",,,,,,,
"string","EPILOGUE-58",,,,,,,
"string","EPILOGUE-59",,,,,,,
"string","EPILOGUE-60",,,,,,,
"string","EPILOGUE-61",,,,,,,
"string","EPILOGUE-62",,,,,,,
"string","EPILOGUE-63",,,,,,,
"string","EPILOGUE-64",,,,,,,
"string","EPILOGUE-65",,,,,,,
"string","EPILOGUE-66",,,,,,,
"string","EPILOGUE-67",,,,,,,
"string","EPILOGUE-68",,,,,,,
"string","EPILOGUE-69",,,,,,,
"string","EPILOGUE-70",,,,,,,
"string","EPILOGUE-71",,,,,,,
"string","EPILOGUE-72",,,,,,,
"string","EPILOGUE-73",,,,,,,
"string","EPILOGUE-74",,,,,,,
"string","EPILOGUE-75",,,,,,,
"string","EPILOGUE-76",,,,,,,
"string","EPILOGUE-77",,,,,,,
"string","EPILOGUE-78",,,,,,,
"string","EPILOGUE-79",,,,,,,
"string","EPILOGUE-80",,,,,,,
"string","EPILOGUE-81",,,,,,,
"string","EPILOGUE-82",,,,,,,
"string","EPILOGUE-83",,,,,,,
"string","EPILOGUE-84",,,,,,,
"string","EPILOGUE-85",,,,,,,
"string","EPILOGUE-86",,,,,,,
"string","EPILOGUE-87",,,,,,,
"string","EPILOGUE-88",,,,,,,
"string","EPILOGUE-89",,,,,,,
"string","EPILOGUE-90",,,,,,,
"string","EPILOGUE-91",,,,,,,
"string","EPILOGUE-92",,,,,,,
"string","EPILOGUE-93",,,,,,,
"string","EPILOGUE-94",,,,,,,
"string","EPILOGUE-95",,,,,,,
"string","EPILOGUE-96",,,,,,,
"string","EPILOGUE-97",,,,,,,
"string","EPILOGUE-98",,,,,,,
"string","EPILOGUE-99",,,,,,,
"","","","","//==================================
// ERIKA.STR
//==================================","","","",""
"string","ERIKA-0",,,,,,,
"string","ERIKA-1",,,,,,,
"string","ERIKA-2",,,,,,,
